datetime,pos,neg,neu
20-08-2019 14:06,[0.06202905252575874],[0.01934184692800045],[0.9186291098594666]
20-08-2019 18:55,[0.16713641583919525],[0.02529352903366089],[0.8075700402259827]
20-08-2019 19:24,[0.11715655773878098],[0.020390832796692848],[0.8624525666236877]
20-08-2019 20:07,[0.0364406444132328],[0.05431685969233513],[0.9092425107955933]
21-08-2019 00:00,"[0.9383143186569214, 0.9290446639060974, 0.011595802381634712, 0.8485959768295288, 0.4871136248111725, 0.01083071157336235, 0.721024215221405, 0.017212599515914917, 0.015935266390442848, 0.21356768906116486, 0.022260230034589767, 0.011484182439744473, 0.8958392143249512, 0.06694908440113068, 0.01874108798801899, 0.8911805748939514, 0.1101393774151802, 0.052834685891866684, 0.03242259845137596, 0.015374038368463516, 0.9229687452316284, 0.026510613039135933, 0.024923617020249367, 0.5717467069625854, 0.9013614058494568, 0.2510873079299927, 0.8102779388427734, 0.012063662521541119, 0.6975943446159363, 0.21489275991916656, 0.06141313537955284, 0.0085686556994915, 0.04117749258875847, 0.035892363637685776, 0.023694567382335663, 0.9493519067764282, 0.12436988949775696, 0.014137758873403072, 0.3563337028026581, 0.7877404689788818, 0.12317346036434174, 0.05697491019964218, 0.011808659881353378, 0.06884267181158066, 0.011099446564912796, 0.03670399263501167, 0.01668144017457962, 0.11554227024316788, 0.28858697414398193, 0.017250588163733482, 0.08604198694229126, 0.07091058790683746, 0.7785592079162598, 0.7576282024383545, 0.15781283378601074, 0.863534688949585, 0.06313440203666687, 0.19964101910591125, 0.009411984123289585, 0.07401110231876373, 0.30676785111427307, 0.01034483127295971, 0.0681554302573204, 0.4667840600013733, 0.2776094675064087, 0.027768144384026527, 0.7048822045326233, 0.91990065574646, 0.02482006326317787]","[0.013645011931657791, 0.013831349089741707, 0.961467981338501, 0.008208457380533218, 0.013611105270683765, 0.9587658643722534, 0.012120570056140423, 0.9397290349006653, 0.9099405407905579, 0.012678010389208794, 0.5308079719543457, 0.9150795340538025, 0.0344945564866066, 0.13657934963703156, 0.8086172938346863, 0.00953114777803421, 0.01280395220965147, 0.20985150337219238, 0.03654792904853821, 0.939212441444397, 0.05351341888308525, 0.8962299227714539, 0.06341394782066345, 0.30432045459747314, 0.026834821328520775, 0.15257935225963593, 0.015312927775084972, 0.8877005577087402, 0.23215684294700623, 0.7259737849235535, 0.10221701115369797, 0.9557874202728271, 0.8411750197410583, 0.18758054077625275, 0.826720654964447, 0.02104922942817211, 0.009366143494844437, 0.9482219815254211, 0.007748088799417019, 0.13619069755077362, 0.01245748158544302, 0.8966839909553528, 0.9670661091804504, 0.751321017742157, 0.9604946970939636, 0.7325214147567749, 0.9545649290084839, 0.021982254460453987, 0.6244466304779053, 0.8453563451766968, 0.7892212867736816, 0.011229045689105988, 0.014993309043347836, 0.030907025560736656, 0.010562275536358356, 0.11367442458868027, 0.5805243253707886, 0.07825212180614471, 0.9540974497795105, 0.011918636038899422, 0.019901499152183533, 0.9082973003387451, 0.01270702201873064, 0.011482384987175465, 0.4096700847148895, 0.35302260518074036, 0.010141904465854168, 0.034535668790340424, 0.25335797667503357]","[0.048040587455034256, 0.057124074548482895, 0.026936247944831848, 0.1431955099105835, 0.4992752969264984, 0.030403457581996918, 0.26685523986816406, 0.04305832460522652, 0.07412423193454742, 0.7737542986869812, 0.44693174958229065, 0.07343631982803345, 0.06966624408960342, 0.7964715361595154, 0.17264164984226227, 0.09928830713033676, 0.8770565986633301, 0.7373138070106506, 0.9310294389724731, 0.045413512736558914, 0.02351781725883484, 0.07725945860147476, 0.9116623997688293, 0.1239328533411026, 0.07180384546518326, 0.5963333249092102, 0.17440912127494812, 0.10023576021194458, 0.07024888694286346, 0.059133533388376236, 0.8363698124885559, 0.035643965005874634, 0.1176474541425705, 0.7765271067619324, 0.1495847851037979, 0.029598912224173546, 0.8662639260292053, 0.03764030709862709, 0.6359182000160217, 0.07606886327266693, 0.8643690347671509, 0.04634111374616623, 0.021125217899680138, 0.17983637750148773, 0.02840592712163925, 0.23077455163002014, 0.02875358611345291, 0.8624754548072815, 0.08696639537811279, 0.13739314675331116, 0.12473665922880173, 0.9178603887557983, 0.2064475119113922, 0.21146468818187714, 0.8316248059272766, 0.02279089204967022, 0.35634124279022217, 0.7221068143844604, 0.036490585654973984, 0.9140702486038208, 0.6733306646347046, 0.08135788142681122, 0.9191375374794006, 0.5217335224151611, 0.3127204179763794, 0.6192092299461365, 0.2849758565425873, 0.0455637089908123, 0.7218219637870789]"
21-08-2019 09:51,[0.6296526789665222],[0.01864265277981758],[0.3517046868801117]
21-08-2019 19:35,[0.6944059729576111],[0.16966861486434937],[0.13592538237571716]
21-08-2019 20:25,[0.03386090323328972],[0.01705966144800186],[0.9490795135498047]
21-08-2019 20:27,[0.9383252263069153],[0.022127041593194008],[0.039547741413116455]
22-08-2019 00:00,"[0.0397537462413311, 0.046895645558834076, 0.14477215707302094, 0.14854086935520172, 0.9521559476852417, 0.1315813809633255, 0.0547030009329319, 0.2076835185289383, 0.16498582065105438, 0.05080969259142876, 0.021625909954309464, 0.013135958462953568, 0.1059652715921402, 0.016452504321932793, 0.17458662390708923, 0.39912131428718567, 0.034329451620578766, 0.15635398030281067, 0.4321648180484772, 0.15993766486644745, 0.8016135096549988, 0.031193779781460762, 0.02695227973163128, 0.01600619964301586, 0.027288660407066345, 0.06106876954436302, 0.06535371392965317, 0.10059648752212524, 0.04174289107322693, 0.06957723945379257, 0.027835052460432053, 0.1363598108291626, 0.01623578555881977, 0.0932626724243164, 0.017441896721720695, 0.04107584431767464, 0.012934865429997444, 0.019466182217001915, 0.10026179999113083, 0.17955414950847626, 0.10583803802728653, 0.5513589978218079, 0.02695639431476593, 0.13856767117977142, 0.15058231353759766, 0.049189407378435135, 0.09787611663341522, 0.02946309559047222, 0.0455847792327404, 0.0219760462641716, 0.09691815078258514, 0.05290563777089119, 0.36487725377082825, 0.22199736535549164, 0.4176701307296753, 0.011607150547206402, 0.022054316475987434, 0.13335222005844116, 0.028650667518377304, 0.04356289654970169, 0.021379662677645683, 0.1700613647699356, 0.07199489325284958]","[0.6671686172485352, 0.026060206815600395, 0.6712608337402344, 0.2520170509815216, 0.02826175093650818, 0.010479197837412357, 0.01206391304731369, 0.009004862047731876, 0.10214345157146454, 0.08441457897424698, 0.8620153665542603, 0.949600338935852, 0.013492596335709095, 0.9640811681747437, 0.16971969604492188, 0.3027102053165436, 0.03938797861337662, 0.14032237231731415, 0.03484354540705681, 0.4133061170578003, 0.11359025537967682, 0.06103432551026344, 0.03455415368080139, 0.822630763053894, 0.024691907688975334, 0.19840510189533234, 0.012411054223775864, 0.44792455434799194, 0.03519348427653313, 0.5363403558731079, 0.05576366186141968, 0.008397095836699009, 0.884884238243103, 0.8703809380531311, 0.9105933308601379, 0.8778918981552124, 0.955182671546936, 0.9395276308059692, 0.014242720790207386, 0.6880390644073486, 0.40991219878196716, 0.01281459629535675, 0.7301802039146423, 0.01292033214122057, 0.01067684032022953, 0.050693776458501816, 0.1306101679801941, 0.9405097961425781, 0.21556171774864197, 0.06525515019893646, 0.7946062088012695, 0.8904744982719421, 0.5024505853652954, 0.008340095169842243, 0.011032350361347198, 0.937400221824646, 0.4737696349620819, 0.8333941698074341, 0.13228435814380646, 0.4144289195537567, 0.9037679433822632, 0.10015157610177994, 0.027960719540715218]","[0.29307761788368225, 0.9270440936088562, 0.1839669942855835, 0.5994420051574707, 0.019582392647862434, 0.8579394221305847, 0.9332330822944641, 0.7833116054534912, 0.7328706979751587, 0.8647757172584534, 0.11635875701904297, 0.037263642996549606, 0.8805421590805054, 0.019466349855065346, 0.6556937098503113, 0.29816851019859314, 0.9262825846672058, 0.7033237218856812, 0.5329916477203369, 0.42675626277923584, 0.08479618281126022, 0.9077719449996948, 0.938493549823761, 0.16136296093463898, 0.9480194449424744, 0.7405261397361755, 0.9222351908683777, 0.4514789581298828, 0.9230635762214661, 0.39408233761787415, 0.9164012670516968, 0.8552430868148804, 0.09887995570898056, 0.03635640814900398, 0.0719648152589798, 0.08103226125240326, 0.03188241645693779, 0.04100609943270683, 0.8854954838752747, 0.13240672647953033, 0.4842497408390045, 0.4358263611793518, 0.24286341667175293, 0.8485119342803955, 0.838740885257721, 0.9001168012619019, 0.7715137600898743, 0.0300271175801754, 0.7388535141944885, 0.9127687811851501, 0.10847562551498413, 0.056619856506586075, 0.13267222046852112, 0.7696624994277954, 0.5712975263595581, 0.05099264532327652, 0.5041759610176086, 0.03325366973876953, 0.8390650153160095, 0.5420081615447998, 0.07485232502222061, 0.7297870516777039, 0.9000443816184998]"
22-08-2019 08:00,[0.04558480903506279],[0.901260256767273],[0.05315488576889038]
22-08-2019 19:16,[0.038061585277318954],[0.02178933285176754],[0.9401490688323975]
22-08-2019 19:21,[0.4291682839393616],[0.3456924259662628],[0.22513936460018158]
22-08-2019 20:12,[0.07762973755598068],[0.015030467882752419],[0.9073398113250732]
23-08-2019 00:00,"[0.043919965624809265, 0.21607081592082977, 0.016983354464173317, 0.018621273338794708, 0.011488227173686028, 0.22187647223472595, 0.0322633758187294, 0.05725173279643059, 0.020390348508954048, 0.11843414604663849, 0.13245844841003418, 0.21903887391090393, 0.6403162479400635, 0.016603587195277214, 0.061761416494846344, 0.043252766132354736, 0.010770857334136963, 0.03953808173537254, 0.008476745337247849, 0.011553021147847176, 0.07469364255666733, 0.08038849383592606, 0.4226333796977997, 0.6873675584793091, 0.08514803647994995, 0.018338125199079514, 0.053519248962402344, 0.16914650797843933, 0.29246532917022705, 0.13663099706172943, 0.20655784010887146, 0.15633241832256317, 0.09974491596221924, 0.011036543175578117, 0.016986601054668427, 0.014375912956893444, 0.07120858877897263, 0.018340010195970535, 0.029816528782248497, 0.20351530611515045, 0.14224648475646973, 0.1047462522983551, 0.012498538941144943, 0.008405803702771664, 0.786534309387207, 0.013587763532996178, 0.04956607148051262, 0.05524616315960884, 0.0082852216437459, 0.060243573039770126, 0.011832980439066887, 0.1304585337638855, 0.04936884716153145, 0.01911267638206482, 0.06333879381418228, 0.02190565876662731, 0.052755892276763916, 0.011816395446658134, 0.17201709747314453, 0.013820444233715534, 0.01034708134829998, 0.6949344873428345, 0.26220494508743286, 0.09847842156887054, 0.11765686422586441, 0.5188648700714111, 0.8382819890975952, 0.010516452603042126, 0.06722255796194077, 0.07640174776315689, 0.04012490436434746, 0.05411551520228386, 0.07635925710201263, 0.3114987313747406, 0.27983367443084717, 0.0684066042304039, 0.028036456555128098, 0.011599734425544739, 0.2624664902687073, 0.023079052567481995, 0.01956147700548172, 0.905131459236145, 0.4974749684333801, 0.011975171975791454, 0.9178759455680847, 0.025429215282201767, 0.051633723080158234, 0.055434975773096085, 0.22114872932434082, 0.02492530271410942, 0.02522125653922558, 0.1427793800830841, 0.06868825107812881, 0.853345513343811, 0.05056037753820419, 0.02734576351940632, 0.08892683684825897, 0.008842779323458672, 0.06300335377454758, 0.16846656799316406, 0.03347596153616905, 0.17929856479167938, 0.012297824025154114, 0.04318015277385712, 0.11136750131845474, 0.12980613112449646, 0.017380937933921814, 0.1427793800830841, 0.16351263225078583, 0.7414909601211548, 0.7414909601211548, 0.015915386378765106]","[0.856484591960907, 0.01918809302151203, 0.9659789800643921, 0.8710266947746277, 0.9592843651771545, 0.007499322295188904, 0.21883656084537506, 0.02372879721224308, 0.9422801733016968, 0.01584223099052906, 0.011911347508430481, 0.009698614478111267, 0.00864349864423275, 0.92936772108078, 0.23178064823150635, 0.8204634785652161, 0.9546947479248047, 0.017841780558228493, 0.9431262612342834, 0.9249727129936218, 0.02971651777625084, 0.7169235944747925, 0.269275039434433, 0.05124351382255554, 0.7183249592781067, 0.9329544901847839, 0.027613241225481033, 0.024048298597335815, 0.03261606767773628, 0.2986604571342468, 0.009662295691668987, 0.18223151564598083, 0.014718813821673393, 0.84366774559021, 0.8927554488182068, 0.9275872111320496, 0.08325842022895813, 0.7530031800270081, 0.04740374535322189, 0.02631470188498497, 0.012417635880410671, 0.03116854839026928, 0.8807085752487183, 0.9736778736114502, 0.013081067241728306, 0.956596851348877, 0.07732092589139938, 0.01920563355088234, 0.9599630236625671, 0.8716000914573669, 0.9633641242980957, 0.012018905021250248, 0.10628493875265121, 0.8182474970817566, 0.030446259304881096, 0.9015645980834961, 0.021822961047291756, 0.9589828848838806, 0.008068514056503773, 0.946743369102478, 0.9349066615104675, 0.2226821780204773, 0.01098975446075201, 0.022256197407841682, 0.018724380061030388, 0.015044675208628178, 0.056946661323308945, 0.9605274796485901, 0.02730512246489525, 0.8266955018043518, 0.028862854465842247, 0.029876291751861572, 0.5510995388031006, 0.10103145986795425, 0.09405915439128876, 0.7854139804840088, 0.8248424530029297, 0.9090108871459961, 0.049868855625391006, 0.8673308491706848, 0.9095886945724487, 0.04620090872049332, 0.13315920531749725, 0.9348651766777039, 0.0400707982480526, 0.4731821119785309, 0.8411532640457153, 0.027122849598526955, 0.04048715904355049, 0.03586246445775032, 0.8782499432563782, 0.015142032876610756, 0.2985316514968872, 0.01899978145956993, 0.12397508323192596, 0.9554998874664307, 0.3105796277523041, 0.9599634408950806, 0.6842442750930786, 0.7932012677192688, 0.2922816872596741, 0.5753313302993774, 0.9557495713233948, 0.9210211634635925, 0.09569253772497177, 0.015750983729958534, 0.9655054807662964, 0.015142032876610756, 0.05876695364713669, 0.013119377195835114, 0.013119377195835114, 0.9581255912780762]","[0.09959542751312256, 0.7647411227226257, 0.017037633806467056, 0.11035201698541641, 0.02922738343477249, 0.7706241607666016, 0.7489000558853149, 0.9190194010734558, 0.03732949122786522, 0.8657236099243164, 0.8556302189826965, 0.7712624669075012, 0.35104021430015564, 0.05402873083949089, 0.7064579129219055, 0.13628381490707397, 0.034534405916929245, 0.9426200985908508, 0.04839707165956497, 0.06347426027059555, 0.8955897688865662, 0.20268797874450684, 0.30809155106544495, 0.26138895750045776, 0.19652703404426575, 0.04870738089084625, 0.9188675284385681, 0.8068051338195801, 0.6749185919761658, 0.5647084712982178, 0.7837798595428467, 0.661436140537262, 0.885536253452301, 0.14529560506343842, 0.090257927775383, 0.0580369308590889, 0.845533013343811, 0.22865690290927887, 0.9227797985076904, 0.7701699733734131, 0.8453359007835388, 0.8640851974487305, 0.10679282248020172, 0.017916277050971985, 0.20038460195064545, 0.029815368354320526, 0.8731130361557007, 0.9255481958389282, 0.03175172582268715, 0.06815629452466965, 0.02480287291109562, 0.8575225472450256, 0.8443461656570435, 0.1626397967338562, 0.9062149524688721, 0.07652973383665085, 0.9254211783409119, 0.029200661927461624, 0.8199144005775452, 0.03943626210093498, 0.05474623665213585, 0.08238331973552704, 0.7268053293228149, 0.879265308380127, 0.863618791103363, 0.46609044075012207, 0.10477133095264435, 0.028956040740013123, 0.9054723381996155, 0.09690280258655548, 0.9310122132301331, 0.9160081744194031, 0.372541218996048, 0.5874698162078857, 0.6261072158813477, 0.1461794525384903, 0.14712116122245789, 0.07938937097787857, 0.6876646876335144, 0.109590083360672, 0.07084982842206955, 0.04866772145032883, 0.3693659007549286, 0.05315959081053734, 0.04205326735973358, 0.5013887286186218, 0.10721298307180405, 0.9174422025680542, 0.7383641004562378, 0.9392122626304626, 0.0965287983417511, 0.8420785665512085, 0.632780134677887, 0.12765467166900635, 0.8254644870758057, 0.017154309898614883, 0.6004935503005981, 0.03119383193552494, 0.2527523636817932, 0.03833214193582535, 0.674242377281189, 0.2453700602054596, 0.03195267170667648, 0.035798802971839905, 0.7929399013519287, 0.8544429540634155, 0.017113592475652695, 0.8420785665512085, 0.7777204513549805, 0.24538962543010712, 0.24538962543010712, 0.025959020480513573]"
24-08-2019 00:00,"[0.3533955514431, 0.049059126526117325, 0.05337633565068245, 0.3066302537918091, 0.27144020795822144]","[0.02157730981707573, 0.8980837464332581, 0.026798415929079056, 0.5763260126113892, 0.6758668422698975]","[0.6250271201133728, 0.05285710468888283, 0.9198253154754639, 0.11704382300376892, 0.05269293859601021]"
25-08-2019 00:00,"[0.021949224174022675, 0.07221931219100952, 0.9200333952903748, 0.03141592815518379, 0.3287277817726135, 0.02479741722345352, 0.41082891821861267, 0.021577928215265274, 0.06365406513214111, 0.03648294135928154, 0.01227281242609024, 0.1185474544763565, 0.032390572130680084, 0.5458139181137085, 0.242926225066185, 0.03634834662079811, 0.02067559026181698, 0.01809876225888729, 0.27214542031288147, 0.018893564119935036, 0.27553659677505493, 0.01517883688211441, 0.049231067299842834, 0.030482813715934753, 0.9072771072387695, 0.02015896514058113, 0.0989183560013771, 0.027998121455311775, 0.06672177463769913, 0.04482115060091019, 0.5054895281791687, 0.14283651113510132, 0.03606279194355011, 0.2847277522087097, 0.024699311703443527]","[0.7602424621582031, 0.03514091297984123, 0.024729004129767418, 0.052485015243291855, 0.08073032647371292, 0.5240179896354675, 0.2418040931224823, 0.7832833528518677, 0.0697145089507103, 0.912643551826477, 0.9081297516822815, 0.2144949585199356, 0.3241879343986511, 0.017205871641635895, 0.018824880942702293, 0.7384401559829712, 0.748478353023529, 0.8121291399002075, 0.6622425317764282, 0.9256496429443359, 0.08001367747783661, 0.9062984585762024, 0.6804693341255188, 0.7789632678031921, 0.015804417431354523, 0.8408265709877014, 0.022933663800358772, 0.6583017706871033, 0.02404545433819294, 0.6291054487228394, 0.04591226205229759, 0.15841951966285706, 0.9401353001594543, 0.18862812221050262, 0.6229087710380554]","[0.21780838072299957, 0.8926397562026978, 0.05523758754134178, 0.9160990118980408, 0.5905419588088989, 0.45118463039398193, 0.3473670184612274, 0.19513870775699615, 0.8666313886642456, 0.050873514264822006, 0.0795973613858223, 0.6669576168060303, 0.6434215307235718, 0.4369801878929138, 0.7382489442825317, 0.22521142661571503, 0.23084600269794464, 0.16977204382419586, 0.06561203300952911, 0.05545680597424507, 0.644449770450592, 0.0785227119922638, 0.27029964327812195, 0.19055384397506714, 0.07691849023103714, 0.13901452720165253, 0.8781480193138123, 0.3137001097202301, 0.9092327952384949, 0.3260733485221863, 0.44859814643859863, 0.698743999004364, 0.023801952600479126, 0.5266440510749817, 0.3523918092250824]"
26-08-2019 00:00,"[0.058544356375932693, 0.03491320088505745, 0.9229304194450378, 0.059489816427230835, 0.07757984101772308, 0.010364564135670662, 0.049122899770736694, 0.009324857965111732, 0.04343389719724655, 0.6608407497406006, 0.08284053206443787, 0.014132593758404255, 0.016992954537272453, 0.030614463612437248, 0.07691294699907303, 0.055481959134340286, 0.11044345051050186, 0.907858669757843, 0.026530658826231956, 0.026080656796693802, 0.18189388513565063, 0.06622080504894257, 0.09769640862941742, 0.6470668315887451, 0.024391580373048782, 0.17418333888053894, 0.6231985688209534, 0.09990382194519043, 0.05339042469859123, 0.8594538569450378, 0.06551273912191391, 0.06392873078584671, 0.44975146651268005, 0.3675737679004669, 0.492034912109375, 0.12966598570346832, 0.058544356375932693, 0.10381752252578735, 0.02806900255382061, 0.8526926636695862, 0.9074660539627075, 0.022118600085377693, 0.628017783164978, 0.0579080693423748, 0.12274579703807831, 0.3424205482006073, 0.7873765230178833, 0.03656070679426193, 0.19707582890987396, 0.06868315488100052, 0.7780357599258423, 0.12597277760505676]","[0.1327293962240219, 0.591852068901062, 0.01875881664454937, 0.06241944059729576, 0.1377425342798233, 0.9489202499389648, 0.014202483929693699, 0.9735833406448364, 0.2499832659959793, 0.16952235996723175, 0.01629652827978134, 0.9687975645065308, 0.9049522876739502, 0.261980265378952, 0.019057270139455795, 0.0573599673807621, 0.01375261228531599, 0.02076135203242302, 0.9220708012580872, 0.29974040389060974, 0.10115734487771988, 0.012659282423555851, 0.02801784686744213, 0.019733773544430733, 0.04998229444026947, 0.010108958929777145, 0.022211803123354912, 0.013067321851849556, 0.01244213804602623, 0.013395850546658039, 0.5940992832183838, 0.02176358550786972, 0.11793398857116699, 0.009645059704780579, 0.03178998827934265, 0.010023234412074089, 0.1327293962240219, 0.010812272317707539, 0.03244432806968689, 0.020460689440369606, 0.014849294908344746, 0.4866830110549927, 0.30946022272109985, 0.014237329363822937, 0.1203690767288208, 0.09048033505678177, 0.1335124522447586, 0.8781018257141113, 0.008579050190746784, 0.04837464168667793, 0.007496784906834364, 0.08605074882507324]","[0.8087261915206909, 0.37323474884033203, 0.058310721069574356, 0.8780907392501831, 0.7846776247024536, 0.040715254843235016, 0.9366746544837952, 0.017091823741793633, 0.7065828442573547, 0.16963686048984528, 0.900862991809845, 0.017069831490516663, 0.07805479317903519, 0.7074053287506104, 0.9040297865867615, 0.8871580362319946, 0.8758039474487305, 0.07137995958328247, 0.051398493349552155, 0.674178957939148, 0.7169487476348877, 0.9211199283599854, 0.8742856979370117, 0.3331993818283081, 0.9256260991096497, 0.8157077431678772, 0.3545895516872406, 0.8870288729667664, 0.9341674447059631, 0.12715032696723938, 0.3403880298137665, 0.9143076539039612, 0.4323144555091858, 0.6227812170982361, 0.47617506980895996, 0.8603107333183289, 0.8087261915206909, 0.8853701949119568, 0.9394866824150085, 0.126846581697464, 0.07768462598323822, 0.49119842052459717, 0.06252201646566391, 0.927854597568512, 0.7568851709365845, 0.5670990943908691, 0.07911103218793869, 0.08533734828233719, 0.7943451404571533, 0.8829421997070312, 0.21446740627288818, 0.7879764437675476]"
26-08-2019 13:31,[0.34966841340065],[0.00739166559651494],[0.6429399251937866]
26-08-2019 19:48,[0.6926555037498474],[0.01384225394576788],[0.2935022711753845]
26-08-2019 19:50,[0.034532930701971054],[0.08461359888315201],[0.8808534741401672]
26-08-2019 20:21,[0.015204268507659435],[0.9524661898612976],[0.03232947736978531]
26-08-2019 21:06,[0.07905439287424088],[0.01597086526453495],[0.9049746990203857]
26-08-2019 21:56,[0.0645834431052208],[0.41647055745124817],[0.5189460515975952]
27-08-2019 00:00,"[0.010497314855456352, 0.20836998522281647, 0.02178884483873844, 0.9063001275062561, 0.019613374024629593, 0.04945880547165871, 0.9069337248802185, 0.14045009016990662, 0.022282076999545097, 0.7928214073181152, 0.012601247988641262, 0.06731998920440674, 0.8793576955795288, 0.4286317527294159, 0.06968595832586288, 0.04352814704179764, 0.9194501638412476, 0.8424499034881592, 0.01274038851261139, 0.28781816363334656, 0.016057513654232025, 0.09093853086233139, 0.020988283678889275, 0.050214964896440506, 0.08422038704156876, 0.44333890080451965, 0.091809943318367, 0.027034031227231026, 0.029025597497820854, 0.09870418161153793, 0.07566546648740768, 0.042429570108652115, 0.012870168313384056, 0.009670295752584934, 0.31321990489959717, 0.016737138852477074, 0.03279676288366318, 0.2243698388338089, 0.03312459588050842, 0.06942352652549744, 0.033558640629053116, 0.012079707346856594, 0.023896822705864906, 0.14904990792274475, 0.761224627494812, 0.04665231704711914, 0.11513711512088776, 0.0712931677699089, 0.03106176294386387, 0.046409327536821365, 0.5203695893287659, 0.0393952839076519, 0.03582249581813812, 0.07945434749126434, 0.018825877457857132, 0.0314176008105278, 0.7992304563522339, 0.38113299012184143, 0.09800346195697784, 0.9383290410041809, 0.012347091920673847, 0.027149101719260216, 0.01180766336619854, 0.22794471681118011, 0.010559756308794022, 0.8810996413230896, 0.07783431559801102]","[0.9312505125999451, 0.3718787729740143, 0.0699671283364296, 0.058048397302627563, 0.9656387567520142, 0.06426501274108887, 0.014817976392805576, 0.02914339303970337, 0.953284502029419, 0.006625202018767595, 0.9607574939727783, 0.018603986129164696, 0.010253947228193283, 0.3970962166786194, 0.3337147831916809, 0.8981138467788696, 0.0389908142387867, 0.009875977411866188, 0.9219892024993896, 0.0345364511013031, 0.9531790018081665, 0.07990080118179321, 0.9320447444915771, 0.023129843175411224, 0.015092682093381882, 0.2095346748828888, 0.0249743964523077, 0.9048442244529724, 0.6061038374900818, 0.013408884406089783, 0.8703373074531555, 0.015618959441781044, 0.8948850631713867, 0.9679200649261475, 0.6337695717811584, 0.947529673576355, 0.2645101547241211, 0.28769388794898987, 0.7212710976600647, 0.018993033096194267, 0.6289778351783752, 0.9506428837776184, 0.8771867752075195, 0.04969735071063042, 0.02935818023979664, 0.36101147532463074, 0.017385952174663544, 0.29609382152557373, 0.11731990426778793, 0.035445716232061386, 0.09412871301174164, 0.8601991534233093, 0.025564633309841156, 0.6895487904548645, 0.14772097766399384, 0.14154934883117676, 0.011003444902598858, 0.02656790427863598, 0.0130902836099267, 0.012737331911921501, 0.9138661623001099, 0.8367878794670105, 0.9582074284553528, 0.007999103516340256, 0.95811527967453, 0.025757117196917534, 0.012616055086255074]","[0.058252107352018356, 0.41975125670433044, 0.9082440137863159, 0.03565151244401932, 0.014747870154678822, 0.8862762451171875, 0.0782482847571373, 0.8304064869880676, 0.024433491751551628, 0.20055341720581055, 0.026641223579645157, 0.914076030254364, 0.11038842052221298, 0.1742720752954483, 0.596599280834198, 0.05835799127817154, 0.04155903682112694, 0.14767415821552277, 0.06527042388916016, 0.6776453852653503, 0.030763432383537292, 0.8291606307029724, 0.04696693271398544, 0.9266551733016968, 0.9006869196891785, 0.34712639451026917, 0.883215606212616, 0.06812181323766708, 0.36487048864364624, 0.8878868818283081, 0.05399713292717934, 0.9419514536857605, 0.09224475175142288, 0.022409643977880478, 0.05301057547330856, 0.03573322296142578, 0.7026931643486023, 0.48793625831604004, 0.24560435116291046, 0.9115834832191467, 0.3374635875225067, 0.037277378141880035, 0.0989164337515831, 0.8012527227401733, 0.20941713452339172, 0.5923361778259277, 0.8674769401550293, 0.632612943649292, 0.8516184091567993, 0.9181448817253113, 0.3855016231536865, 0.10040558129549026, 0.9386129379272461, 0.23099683225154877, 0.8334531784057617, 0.8270330429077148, 0.1897660195827484, 0.5922991037368774, 0.8889062404632568, 0.04893365502357483, 0.07378670573234558, 0.13606296479701996, 0.029984818771481514, 0.7640562057495117, 0.031324904412031174, 0.09314322471618652, 0.9095496535301208]"
27-08-2019 19:06,[0.17730191349983215],[0.012963434681296349],[0.8097346425056458]
27-08-2019 19:22,[0.09408910572528839],[0.6598648428916931],[0.24604599177837372]
