datetime,pos,neg,neu
17-01-2019 16:05,[0.946876049041748],[0.027116993442177773],[0.026006964966654778]
17-01-2019 18:51,"[0.06504969298839569, 0.8803730010986328, 0.05834446847438812]","[0.14595024287700653, 0.014383820816874504, 0.015745410695672035]","[0.7890000939369202, 0.10524312406778336, 0.9259101748466492]"
17-01-2019 19:03,"[0.06317152082920074, 0.5456146001815796]","[0.029386689886450768, 0.014022300019860268]","[0.9074417948722839, 0.4403631091117859]"
18-01-2019 00:00,"[0.055169474333524704, 0.008819368667900562, 0.06626924127340317, 0.013021467253565788, 0.029947079718112946, 0.023315828293561935, 0.09885663539171219, 0.008935329504311085, 0.060164548456668854, 0.12636533379554749, 0.0576147623360157, 0.008322191424667835, 0.02529386430978775, 0.014712280593812466, 0.01005468238145113, 0.0103090675547719, 0.019836291670799255, 0.11682320386171341, 0.3888847231864929, 0.05925480276346207, 0.35313430428504944, 0.014788235537707806, 0.023005526512861252, 0.030361628159880638, 0.023200854659080505, 0.01778954453766346, 0.01340772770345211, 0.04536749795079231, 0.1836732029914856, 0.8819822072982788, 0.019866423681378365, 0.04903458058834076, 0.07908736914396286, 0.025483567267656326, 0.5116814970970154, 0.06083551421761513, 0.011922921054065228, 0.07255390286445618, 0.8323220610618591, 0.03501107171177864, 0.011768725700676441, 0.8531776070594788, 0.015521811321377754, 0.4861157536506653, 0.01464926265180111, 0.010844454169273376, 0.015508261509239674, 0.03815878555178642, 0.010547899641096592, 0.01785958930850029, 0.10833095759153366, 0.9406455159187317, 0.14813143014907837, 0.43931835889816284, 0.024443482980132103, 0.028549814596772194, 0.2613453269004822, 0.01985837146639824, 0.045503247529268265, 0.9393752813339233, 0.9203622937202454, 0.23932456970214844, 0.08935708552598953, 0.17918740212917328, 0.09059292823076248, 0.1595684289932251, 0.02104615606367588, 0.8588247895240784]","[0.8761211037635803, 0.9678860306739807, 0.9042555689811707, 0.9311438798904419, 0.935874879360199, 0.4259210526943207, 0.06863957643508911, 0.9704321026802063, 0.3012375235557556, 0.009626089595258236, 0.08645688742399216, 0.9638948440551758, 0.3836950957775116, 0.954041600227356, 0.9734205007553101, 0.960824191570282, 0.6822768449783325, 0.012582521885633469, 0.03789292275905609, 0.08574444055557251, 0.012137376703321934, 0.9597680568695068, 0.8970360159873962, 0.9091882109642029, 0.9413828253746033, 0.5946375727653503, 0.9512917995452881, 0.8747604489326477, 0.014384578913450241, 0.0662560909986496, 0.17202991247177124, 0.020224638283252716, 0.016775045543909073, 0.9521946310997009, 0.036475855857133865, 0.02057928405702114, 0.7860064506530762, 0.009614181704819202, 0.011637941002845764, 0.03381435200572014, 0.9247044324874878, 0.07717634737491608, 0.9543669819831848, 0.3105210065841675, 0.9610662460327148, 0.9323574304580688, 0.9620891213417053, 0.05324387550354004, 0.9596378207206726, 0.8030123114585876, 0.029954681172966957, 0.009946316480636597, 0.03411426767706871, 0.5340968370437622, 0.8753911256790161, 0.9047189354896545, 0.013136576861143112, 0.9419417977333069, 0.031271688640117645, 0.02469789981842041, 0.03199303522706032, 0.12850815057754517, 0.7685205936431885, 0.012533821165561676, 0.0769917443394661, 0.12810909748077393, 0.9104712605476379, 0.08092402666807175]","[0.06870941817760468, 0.023294640704989433, 0.029475221410393715, 0.055834729224443436, 0.03417805954813957, 0.5507631301879883, 0.8325037956237793, 0.020632518455386162, 0.6385979056358337, 0.8640085458755493, 0.855928361415863, 0.027782892808318138, 0.5910109877586365, 0.031246144324541092, 0.01652480661869049, 0.028866738080978394, 0.29788681864738464, 0.870594322681427, 0.5732223391532898, 0.8550007343292236, 0.6347282528877258, 0.0254436694085598, 0.07995844632387161, 0.06045017018914223, 0.035416338592767715, 0.38757291436195374, 0.035300444811582565, 0.07987212389707565, 0.8019421696662903, 0.05176166072487831, 0.8081037402153015, 0.9307407140731812, 0.9041375517845154, 0.02232183888554573, 0.45184263586997986, 0.9185851812362671, 0.20207057893276215, 0.9178318977355957, 0.15603990852832794, 0.9311745762825012, 0.06352680921554565, 0.0696459487080574, 0.030111217871308327, 0.20336319506168365, 0.024284524843096733, 0.05679814890027046, 0.022402673959732056, 0.9085973501205444, 0.029814226552844048, 0.179128035902977, 0.8617143034934998, 0.049408093094825745, 0.817754328250885, 0.026584865525364876, 0.10016540437936783, 0.06673125177621841, 0.7255181074142456, 0.038199737668037415, 0.9232251048088074, 0.03592686355113983, 0.04764469340443611, 0.6321673393249512, 0.14212243258953094, 0.8082787394523621, 0.8324153423309326, 0.7123224139213562, 0.06848262250423431, 0.06025122478604317]"
18-01-2019 18:43,[0.040767427533864975],[0.03190469369292259],[0.9273278713226318]
19-01-2019 00:00,"[0.035534556955099106, 0.07589257508516312, 0.1137339398264885, 0.09775181114673615, 0.2235410362482071, 0.055316731333732605, 0.03891977295279503, 0.04063381627202034, 0.014692651107907295, 0.2712422311306, 0.027611520141363144, 0.8536967635154724, 0.10706381499767303, 0.31676357984542847, 0.21695564687252045, 0.11675658822059631, 0.04049740359187126, 0.018912097439169884, 0.7444159984588623, 0.9399259686470032, 0.08039934933185577, 0.08072991669178009, 0.13004061579704285, 0.020572254434227943, 0.6870325207710266, 0.03952866792678833, 0.47518011927604675, 0.08049341291189194]","[0.11601067334413528, 0.011470736004412174, 0.014752107672393322, 0.0204907413572073, 0.020487027242779732, 0.018011828884482384, 0.06091613322496414, 0.6929625272750854, 0.8550974726676941, 0.33298948407173157, 0.9616032242774963, 0.07017069309949875, 0.030883612111210823, 0.009822402149438858, 0.11780716478824615, 0.012163699604570866, 0.5591541528701782, 0.9431785345077515, 0.055317528545856476, 0.020281553268432617, 0.027682721614837646, 0.017453458160161972, 0.01358208991587162, 0.9598721861839294, 0.016942786052823067, 0.3878045976161957, 0.014154531992971897, 0.08287979662418365]","[0.8484547734260559, 0.9126366972923279, 0.8715139627456665, 0.8817574381828308, 0.7559719681739807, 0.9266714453697205, 0.9001641273498535, 0.26640358567237854, 0.13020983338356018, 0.39576828479766846, 0.010785272344946861, 0.07613256573677063, 0.8620526194572449, 0.6734139919281006, 0.6652371883392334, 0.871079683303833, 0.4003484547138214, 0.03790934756398201, 0.200266495347023, 0.039792440831661224, 0.8919179439544678, 0.9018166065216064, 0.8563773036003113, 0.019555581733584404, 0.2960246801376343, 0.5726667642593384, 0.5106652975082397, 0.8366267681121826]"
20-01-2019 00:00,"[0.12756195664405823, 0.031226640567183495, 0.05508968606591225, 0.009309178218245506, 0.014001584611833096, 0.6261691451072693, 0.8810652494430542, 0.010236603207886219, 0.19166797399520874, 0.9210778474807739, 0.8724229335784912, 0.3256475031375885, 0.04257527366280556, 0.938383162021637, 0.016820527613162994, 0.36283835768699646, 0.007843708619475365, 0.8271074295043945, 0.008105291053652763, 0.1588335633277893, 0.010610128752887249, 0.02067793533205986, 0.1501605063676834, 0.11725178360939026, 0.033489350229501724, 0.31271079182624817, 0.916031002998352, 0.03028644435107708, 0.027477577328681946, 0.042619068175554276, 0.16888488829135895, 0.1318148523569107, 0.06297142803668976, 0.03084566816687584, 0.1773049235343933, 0.02667040377855301, 0.3513093888759613, 0.10841204226016998, 0.04261060804128647, 0.04301820322871208, 0.040854327380657196, 0.20082350075244904]","[0.16811597347259521, 0.28959113359451294, 0.017509059980511665, 0.9675017595291138, 0.9450435042381287, 0.014167224988341331, 0.08216841518878937, 0.9622513651847839, 0.014018133282661438, 0.03130743280053139, 0.009668922051787376, 0.02478460781276226, 0.9111397862434387, 0.027419010177254677, 0.9613149166107178, 0.016294995322823524, 0.959753692150116, 0.11282745748758316, 0.9682362079620361, 0.256551057100296, 0.9337612986564636, 0.26482704281806946, 0.3935837149620056, 0.7217949628829956, 0.043459828943014145, 0.008433629758656025, 0.020752301439642906, 0.2715284526348114, 0.6559720039367676, 0.0341031551361084, 0.019171904772520065, 0.44150206446647644, 0.193484365940094, 0.025976262986660004, 0.34740352630615234, 0.723244845867157, 0.4105212390422821, 0.014020313508808613, 0.028217526152729988, 0.2869829535484314, 0.08811496198177338, 0.010621558874845505]","[0.7043220400810242, 0.6791822910308838, 0.9274013042449951, 0.02318909764289856, 0.04095487669110298, 0.35966363549232483, 0.036766376346349716, 0.027511969208717346, 0.794313907623291, 0.04761461913585663, 0.11790807545185089, 0.6495679616928101, 0.046284932643175125, 0.0341978520154953, 0.021864552050828934, 0.6208666563034058, 0.03240256756544113, 0.06006503850221634, 0.023658420890569687, 0.5846153497695923, 0.05562853813171387, 0.7144950032234192, 0.456255704164505, 0.16095323860645294, 0.9230507612228394, 0.6788555979728699, 0.06321671605110168, 0.6981850862503052, 0.31655043363571167, 0.923277735710144, 0.8119432330131531, 0.42668312788009644, 0.7435442209243774, 0.943178117275238, 0.47529155015945435, 0.2500847280025482, 0.23816946148872375, 0.8775676488876343, 0.9291718602180481, 0.669998824596405, 0.8710307478904724, 0.7885549664497375]"
21-01-2019 00:00,"[0.050594512373209, 0.010353107936680317, 0.9091394543647766, 0.5210129618644714, 0.031285736709833145, 0.03429972380399704, 0.951967179775238, 0.019013285636901855, 0.1894662231206894, 0.2982385754585266, 0.23467448353767395, 0.23181743919849396, 0.008765962906181812, 0.15411454439163208, 0.9193010926246643, 0.027498796582221985, 0.6771882176399231, 0.5539309978485107, 0.022615820169448853, 0.01562882401049137, 0.03303127363324165, 0.0086651761084795, 0.0677485540509224, 0.02609837055206299, 0.025798210874199867, 0.03342428430914879, 0.8643985986709595, 0.02401169016957283, 0.04608261585235596, 0.15007179975509644, 0.1093592718243599, 0.09295997023582458, 0.04235214367508888, 0.20179587602615356, 0.1713000237941742, 0.04932780936360359, 0.08908336609601974, 0.08620071411132812, 0.018307803198695183, 0.02565181441605091, 0.0720352977514267, 0.10884764045476913, 0.024708997458219528, 0.015004760585725307, 0.6408142447471619, 0.056748855859041214, 0.9413338303565979, 0.05536416545510292, 0.02057235687971115, 0.11492232233285904, 0.5180685520172119, 0.02168811671435833, 0.029468439519405365, 0.07495424151420593, 0.011610502377152443, 0.030018633231520653, 0.010223481804132462, 0.07771210372447968, 0.01935635879635811]","[0.03147640451788902, 0.9643346071243286, 0.011444300413131714, 0.011734887957572937, 0.0347176119685173, 0.951545238494873, 0.013726797886192799, 0.9566726684570312, 0.39416077733039856, 0.11633199453353882, 0.006846543867141008, 0.4029386043548584, 0.9632294178009033, 0.0185147263109684, 0.05481906980276108, 0.8651238679885864, 0.011477229185402393, 0.009991712868213654, 0.9261412024497986, 0.9369173645973206, 0.7203569412231445, 0.9646875262260437, 0.015987582504749298, 0.04846450313925743, 0.6341981887817383, 0.9290981292724609, 0.012832561507821083, 0.9192318916320801, 0.03996528685092926, 0.5530481934547424, 0.011414972133934498, 0.012638844549655914, 0.9338789582252502, 0.4587438702583313, 0.010945162735879421, 0.04759826511144638, 0.0159109216183424, 0.6178556084632874, 0.9094110727310181, 0.5542344450950623, 0.05340118333697319, 0.013881745748221874, 0.2914818823337555, 0.8910915851593018, 0.05065442621707916, 0.8399556279182434, 0.02458217367529869, 0.12063562124967575, 0.2964395582675934, 0.017152225598692894, 0.009395544417202473, 0.9078712463378906, 0.04301320016384125, 0.0203479565680027, 0.9153966307640076, 0.353943794965744, 0.9523160457611084, 0.04898583143949509, 0.9240238070487976]","[0.9179291129112244, 0.02531231753528118, 0.07941622287034988, 0.4672521650791168, 0.9339966773986816, 0.014154953882098198, 0.034306034445762634, 0.024314137175679207, 0.41637301445007324, 0.5854294300079346, 0.7584789395332336, 0.36524391174316406, 0.028004705905914307, 0.8273707628250122, 0.02587980404496193, 0.10737726092338562, 0.3113345801830292, 0.4360772669315338, 0.05124301835894585, 0.047453850507736206, 0.24661168456077576, 0.026647238060832024, 0.9162638187408447, 0.9254370927810669, 0.3400036096572876, 0.03747757524251938, 0.12276890128850937, 0.05675642564892769, 0.913952112197876, 0.29687997698783875, 0.8792256712913513, 0.8944011330604553, 0.023768849670886993, 0.3394602835178375, 0.8177548050880432, 0.9030739665031433, 0.8950056433677673, 0.2959437072277069, 0.07228117436170578, 0.4201136529445648, 0.8745635151863098, 0.8772705793380737, 0.6838091015815735, 0.0939035713672638, 0.30853140354156494, 0.10329554229974747, 0.034083977341651917, 0.8240001797676086, 0.6829881072044373, 0.8679254651069641, 0.4725359380245209, 0.07044064253568649, 0.927518367767334, 0.904697835445404, 0.07299281656742096, 0.6160375475883484, 0.037460461258888245, 0.8733021020889282, 0.05661977082490921]"
22-01-2019 00:00,"[0.17975856363773346, 0.02022235095500946, 0.1416623294353485, 0.012027992866933346, 0.8888506293296814, 0.020169833675026894, 0.08138526976108551, 0.037490639835596085, 0.010145522654056549, 0.02115863934159279, 0.284068763256073, 0.8659650087356567, 0.08582811802625656, 0.0491609200835228, 0.9090722799301147, 0.035187311470508575, 0.015525366179645061, 0.03786301985383034, 0.04783433675765991, 0.07124324142932892, 0.036505572497844696, 0.9401970505714417, 0.053261689841747284, 0.03183082118630409, 0.007492432836443186, 0.030346691608428955, 0.357273668050766, 0.048657119274139404, 0.08124981820583344, 0.0260787233710289, 0.056614022701978683, 0.943588137626648, 0.052678972482681274, 0.02088717371225357, 0.08743152767419815, 0.03150695562362671, 0.19161860644817352, 0.01950797066092491, 0.6122311353683472, 0.16198678314685822, 0.2501406669616699, 0.9544858932495117, 0.04283246025443077, 0.01259670127183199, 0.2231423705816269, 0.011205637827515602, 0.10947415977716446, 0.07070717215538025, 0.036744050681591034, 0.281503826379776, 0.016548698768019676, 0.0378810353577137, 0.012160235084593296, 0.1554984152317047, 0.04720160365104675, 0.018354594707489014, 0.028965996578335762, 0.2814965844154358, 0.5410763025283813, 0.045280635356903076, 0.23953446745872498, 0.2556120455265045, 0.03805660083889961, 0.03951822221279144, 0.06334185600280762, 0.048218097537755966, 0.07317981868982315, 0.09423443675041199, 0.11147790402173996, 0.301726758480072, 0.9406031966209412, 0.0407484695315361, 0.07065743207931519, 0.2572849690914154, 0.060745760798454285, 0.018148450180888176, 0.03468315675854683, 0.008879093453288078, 0.9030166864395142, 0.04934694990515709, 0.05746778845787048, 0.506858229637146, 0.30755114555358887, 0.008113511838018894]","[0.008745936676859856, 0.0875912755727768, 0.7904719114303589, 0.9379464983940125, 0.03513394296169281, 0.26866403222084045, 0.00910697691142559, 0.5558825731277466, 0.9541563987731934, 0.8998135328292847, 0.6536576747894287, 0.04773450270295143, 0.8469695448875427, 0.02178909443318844, 0.04425278678536415, 0.056017398834228516, 0.9627089500427246, 0.8196789026260376, 0.3158584535121918, 0.029514174908399582, 0.019682805985212326, 0.022443106397986412, 0.7035795450210571, 0.2458609789609909, 0.9701645374298096, 0.028235694393515587, 0.009130249731242657, 0.027429068461060524, 0.5122389197349548, 0.6223422884941101, 0.016190897673368454, 0.02373768761754036, 0.015844332054257393, 0.5214975476264954, 0.15663762390613556, 0.5314781665802002, 0.39279836416244507, 0.849514901638031, 0.013295912183821201, 0.7833749651908875, 0.6134731769561768, 0.019861554726958275, 0.706716775894165, 0.9321444034576416, 0.011477235704660416, 0.9523988366127014, 0.045158956199884415, 0.02817261777818203, 0.0448337085545063, 0.008964990265667439, 0.8790608048439026, 0.2657138705253601, 0.9580627679824829, 0.025501098483800888, 0.12551285326480865, 0.9020297527313232, 0.92203289270401, 0.008074392564594746, 0.03611426055431366, 0.19632889330387115, 0.03418708220124245, 0.012181556783616543, 0.5394982695579529, 0.016910970211029053, 0.7996107935905457, 0.04474843665957451, 0.02764236554503441, 0.6104230284690857, 0.48330724239349365, 0.018796520307660103, 0.028350718319416046, 0.21608315408229828, 0.036718085408210754, 0.040096577256917953, 0.4415215253829956, 0.842423677444458, 0.038465432822704315, 0.9623956084251404, 0.06584449857473373, 0.09149645268917084, 0.816352903842926, 0.02341875433921814, 0.13791291415691376, 0.9386037588119507]","[0.8114955425262451, 0.8921864032745361, 0.0678657814860344, 0.050025541335344315, 0.07601533085107803, 0.7111660838127136, 0.9095077514648438, 0.40662679076194763, 0.03569811210036278, 0.07902774959802628, 0.06227349117398262, 0.08630061149597168, 0.06720242649316788, 0.9290500283241272, 0.04667489230632782, 0.9087952971458435, 0.021765699610114098, 0.1424580216407776, 0.6363072395324707, 0.8992425799369812, 0.9438115954399109, 0.03735988214612007, 0.243158757686615, 0.7223082184791565, 0.022343099117279053, 0.9414176344871521, 0.6335960626602173, 0.923913836479187, 0.4065112769603729, 0.35157904028892517, 0.9271950721740723, 0.032674141228199005, 0.9314767122268677, 0.4576152563095093, 0.7559309005737305, 0.4370149075984955, 0.4155831038951874, 0.1309770941734314, 0.3744729161262512, 0.05463818460702896, 0.13638615608215332, 0.025652511045336723, 0.2504507899284363, 0.0552588514983654, 0.7653804421424866, 0.03639550134539604, 0.845366895198822, 0.9011201858520508, 0.9184222221374512, 0.7095311284065247, 0.10439052432775497, 0.6964050531387329, 0.029776940122246742, 0.8190005421638489, 0.8272855877876282, 0.07961568981409073, 0.049001194536685944, 0.7104290127754211, 0.4228094518184662, 0.7583904266357422, 0.7262784838676453, 0.732206404209137, 0.4224451780319214, 0.9435708522796631, 0.13704732060432434, 0.9070334434509277, 0.8991778492927551, 0.2953425347805023, 0.4052148759365082, 0.6794767379760742, 0.031046012416481972, 0.7431683540344238, 0.8926244378089905, 0.702618420124054, 0.4977327287197113, 0.13942791521549225, 0.9268514513969421, 0.028725260868668556, 0.031138775870203972, 0.8591565489768982, 0.12617938220500946, 0.4697229862213135, 0.554535984992981, 0.05328277125954628]"
22-01-2019 18:48,[0.04346747696399689],[0.1569405347108841],[0.7995920181274414]
22-01-2019 18:50,[0.9507644176483154],[0.021495217457413673],[0.02774026244878769]
22-01-2019 18:53,[0.7215080857276917],[0.024480704218149185],[0.2540111541748047]
22-01-2019 19:02,"[0.10233519226312637, 0.04394249990582466]","[0.026045944541692734, 0.1257651001214981]","[0.8716188669204712, 0.8302924036979675]"
23-01-2019 00:00,"[0.3288455903530121, 0.047060005366802216, 0.03343595936894417, 0.14720742404460907, 0.04681769013404846, 0.13982605934143066, 0.05256686732172966, 0.010611405596137047, 0.010700063779950142, 0.21946987509727478, 0.5888519287109375, 0.0197615846991539, 0.8551434278488159, 0.00959471333771944, 0.009989037178456783, 0.02672816812992096, 0.0283044520765543, 0.08439543098211288, 0.036191459745168686, 0.04736582934856415, 0.00942380353808403, 0.026991749182343483, 0.04528066888451576, 0.047246817499399185, 0.6132975816726685, 0.2624641954898834, 0.06718116253614426, 0.04310886934399605, 0.03536068648099899, 0.01754778064787388, 0.023526877164840698, 0.03915916010737419, 0.4768655300140381, 0.07335596531629562, 0.0683363676071167, 0.012717853300273418, 0.007387636695057154, 0.06897483021020889, 0.03152111545205116, 0.05445996671915054, 0.01685732789337635, 0.010388520546257496, 0.018781457096338272, 0.007900596596300602, 0.07788874208927155, 0.11646442115306854, 0.022249002009630203, 0.42412707209587097, 0.14816774427890778, 0.012458514422178268, 0.06947045773267746, 0.8722697496414185, 0.04003766179084778, 0.7898330092430115, 0.03133532032370567, 0.009645442478358746, 0.5885708928108215, 0.03989802673459053, 0.12679754197597504, 0.7977081537246704, 0.8481466770172119, 0.022068677470088005, 0.5748284459114075, 0.121268630027771, 0.042017173022031784, 0.02196929231286049, 0.41952601075172424, 0.04807141423225403, 0.024080919101834297, 0.08127821981906891, 0.009963463991880417, 0.021703176200389862, 0.03677978739142418, 0.46008530259132385, 0.4184819161891937, 0.6917693018913269, 0.47635409235954285, 0.7480781078338623, 0.010915586724877357, 0.03821074590086937, 0.3512393832206726, 0.04759851098060608, 0.1155025064945221, 0.9391403198242188]","[0.03656291216611862, 0.04757261276245117, 0.5436704158782959, 0.3631197214126587, 0.023397773504257202, 0.009564566425979137, 0.016400817781686783, 0.9432343244552612, 0.9710105657577515, 0.010711777955293655, 0.3625533878803253, 0.7699955701828003, 0.06941479444503784, 0.9601693749427795, 0.9677216410636902, 0.026656964793801308, 0.08958021551370621, 0.20980426669120789, 0.20950579643249512, 0.2911340296268463, 0.9657372236251831, 0.22522008419036865, 0.022145573049783707, 0.03809423744678497, 0.03654523938894272, 0.013736615888774395, 0.3520233631134033, 0.06683036684989929, 0.14279615879058838, 0.7947084903717041, 0.3470323383808136, 0.2266329675912857, 0.03699220344424248, 0.040728721767663956, 0.07130894064903259, 0.9458603858947754, 0.9602912664413452, 0.13256901502609253, 0.9055461287498474, 0.03830871358513832, 0.8762151598930359, 0.9380133152008057, 0.9472481608390808, 0.9512799382209778, 0.016874374821782112, 0.8490847945213318, 0.872050404548645, 0.011118531227111816, 0.044263605028390884, 0.9581305980682373, 0.03680777549743652, 0.012851987034082413, 0.47334954142570496, 0.07409045845270157, 0.03223017603158951, 0.9687318205833435, 0.08518782258033752, 0.2419121414422989, 0.010594365186989307, 0.011715355329215527, 0.011783965863287449, 0.78048175573349, 0.34249988198280334, 0.8196289539337158, 0.8365402221679688, 0.9371652007102966, 0.4612920582294464, 0.03725375607609749, 0.02316320315003395, 0.014969728887081146, 0.9546016454696655, 0.8741398453712463, 0.13041354715824127, 0.48151177167892456, 0.007780580781400204, 0.014041056856513023, 0.22107748687267303, 0.008417608216404915, 0.9554380178451538, 0.42304667830467224, 0.01998554728925228, 0.3653521239757538, 0.013970383442938328, 0.01911541074514389]","[0.6345915198326111, 0.905367374420166, 0.42289358377456665, 0.48967278003692627, 0.9297845363616943, 0.8506094217300415, 0.9310323596000671, 0.04615432769060135, 0.018289396539330482, 0.7698184251785278, 0.048594649881124496, 0.2102428525686264, 0.07544176280498505, 0.030235888436436653, 0.022289326414465904, 0.9466149210929871, 0.8821153044700623, 0.7058003544807434, 0.7543027400970459, 0.661500096321106, 0.024838978424668312, 0.7477881908416748, 0.9325737357139587, 0.9146589636802673, 0.3501572608947754, 0.7237991690635681, 0.5807954668998718, 0.8900607228279114, 0.821843147277832, 0.18774373829364777, 0.6294407844543457, 0.7342078685760498, 0.4861423075199127, 0.8859152793884277, 0.8603547215461731, 0.04142168536782265, 0.03232109174132347, 0.7984561324119568, 0.06293269246816635, 0.9072312712669373, 0.10692751407623291, 0.0515981987118721, 0.03397045657038689, 0.04081956669688225, 0.9052368402481079, 0.034450825303792953, 0.10570059716701508, 0.5647544264793396, 0.8075686693191528, 0.029410865157842636, 0.8937217593193054, 0.1148783266544342, 0.4866127371788025, 0.13607653975486755, 0.9364344477653503, 0.02162286825478077, 0.32624131441116333, 0.7181898355484009, 0.8626080751419067, 0.19057652354240417, 0.140069380402565, 0.19744955003261566, 0.08267166465520859, 0.059102386236190796, 0.12144256383180618, 0.04086551070213318, 0.11918193101882935, 0.9146748185157776, 0.9527559280395508, 0.9037520289421082, 0.03543485701084137, 0.10415691882371902, 0.8328066468238831, 0.05840296298265457, 0.5737374424934387, 0.2941896617412567, 0.3025684058666229, 0.2435043305158615, 0.033646438270807266, 0.5387425422668457, 0.6287751197814941, 0.5870493650436401, 0.8705270886421204, 0.041744302958250046]"
23-01-2019 16:28,[0.014211935922503471],[0.8730605840682983],[0.11272747069597244]
23-01-2019 18:39,[0.020533179864287376],[0.7067696452140808],[0.2726971209049225]
23-01-2019 18:47,[0.07574152946472168],[0.13902202248573303],[0.7852364778518677]
23-01-2019 18:59,[0.03153500705957413],[0.04416051506996155],[0.9243044257164001]
23-01-2019 19:01,[0.09652410447597504],[0.026596467941999435],[0.8768795132637024]
23-01-2019 19:03,[0.09235195815563202],[0.04024133086204529],[0.8674067258834839]
