Date,^DJI_open,^DJI_high,^DJI_low,^DJI_close,^DJI_volume,BTC-USD_open,BTC-USD_high,BTC-USD_low,BTC-USD_close,BTC-USD_volume,ETH-USD_open,ETH-USD_high,ETH-USD_low,ETH-USD_close,ETH-USD_volume,CL=F_open,CL=F_high,CL=F_low,CL=F_close,CL=F_volume,GC=F_open,GC=F_high,GC=F_low,GC=F_close,GC=F_volume,SI=F_open,SI=F_high,SI=F_low,SI=F_close,SI=F_volume,NG=F_open,NG=F_high,NG=F_low,NG=F_close,NG=F_volume,DX-Y.NYB_open,DX-Y.NYB_high,DX-Y.NYB_low,DX-Y.NYB_close,DX-Y.NYB_volume,^BSESN_open,^BSESN_high,^BSESN_low,^BSESN_close,^BSESN_volume,^NDX_open,^NDX_high,^NDX_low,^NDX_close,^NDX_volume,^GSPC_open,^GSPC_high,^GSPC_low,^GSPC_close,^GSPC_volume,^NSEI_open,^NSEI_high,^NSEI_low,^NSEI_close,^NSEI_volume
2018-01-17,25910.779296875,26130.44921875,25865.01953125,26115.650390625,522720000,11431.099609375,11678.0,9402.2900390625,11188.599609375,18830600192,1061.3399658203125,1090.22998046875,780.9219970703125,1014.25,8545160192,63.88999938964844,64.16999816894531,63.310001373291016,63.970001220703125,444384,1334.4000244140625,1338.0,1326.800048828125,1338.0,27,17.094999313354492,17.1200008392334,16.969999313354492,17.104999542236328,88,3.125,3.2880001068115234,3.0980000495910645,3.2320001125335693,283967,90.4000015258789,90.81999969482422,90.33999633789062,90.54000091552734,0,34753.80078125,35118.609375,34700.8203125,35081.8203125,35000,6767.85009765625,6820.0400390625,6738.4501953125,6810.27978515625,2245910000,2784.989990234375,2807.0400390625,2778.3798828125,2802.56005859375,3790340000,10702.4501953125,10803.0,10666.75,10788.5498046875,252700
2018-01-18,26149.55078125,26153.419921875,25947.3203125,26017.810546875,492780000,11198.7998046875,12107.2998046875,10942.5,11474.900390625,15020399616,1016.4400024414062,1100.31005859375,967.7589721679688,1036.280029296875,5938319872,64.06999969482422,64.3499984741211,63.470001220703125,63.95000076293945,204504,1328.9000244140625,1328.9000244140625,1326.0,1326.0,211,17.0,17.010000228881836,16.89299964904785,16.89299964904785,6,3.250999927520752,3.259999990463257,3.069999933242798,3.188999891281128,293577,90.77999877929688,91.0,90.11000061035156,90.5,0,35366.44921875,35507.359375,35166.44140625,35260.2890625,15700,6804.58984375,6826.7900390625,6784.72021484375,6811.3798828125,2037410000,2802.39990234375,2805.830078125,2792.56005859375,2798.030029296875,3703300000,10873.400390625,10887.5,10782.400390625,10817.0,312000
2018-01-19,25987.349609375,26071.720703125,25942.830078125,26071.720703125,585000000,11429.7998046875,11992.7998046875,11172.099609375,11607.400390625,10740400128,1028.8199462890625,1093.219970703125,1003.7100219726562,1039.0999755859375,4084450048,63.7400016784668,63.77000045776367,62.849998474121094,63.369998931884766,142711,1330.0999755859375,1333.0,1330.0999755859375,1331.9000244140625,50,16.934999465942383,16.989999771118164,16.934999465942383,16.975000381469727,35,3.197999954223633,3.246000051498413,3.132999897003174,3.184999942779541,224665,90.5,90.9800033569336,90.41000366210938,90.56999969482422,0,35339.109375,35542.171875,35221.16015625,35511.578125,35200,6829.0400390625,6843.240234375,6801.58984375,6834.330078125,2005470000,2802.60009765625,2810.330078125,2798.080078125,2810.300048828125,3724230000,10829.2001953125,10906.849609375,10793.900390625,10894.7001953125,207600
2018-01-22,26025.3203125,26215.23046875,25974.650390625,26214.599609375,431200000,11633.099609375,11966.400390625,10240.2001953125,10931.400390625,10537400320,1055.3499755859375,1089.0999755859375,930.7410278320312,1003.260009765625,3810099968,63.61000061035156,64.13999938964844,63.16999816894531,63.4900016784668,625662,1328.4000244140625,1330.9000244140625,1328.4000244140625,1330.9000244140625,162,16.985000610351562,16.985000610351562,16.930999755859375,16.930999755859375,3,3.252000093460083,3.2690000534057617,3.1429998874664307,3.2239999771118164,201676,90.66999816894531,90.69999694824219,90.16000366210938,90.4000015258789,0,35613.96875,35827.69921875,35544.6796875,35798.01171875,13700,6829.5498046875,6906.27978515625,6822.85009765625,6906.27978515625,2118310000,2809.159912109375,2833.030029296875,2808.1201171875,2832.969970703125,3489480000,10883.2001953125,10975.099609375,10881.400390625,10966.2001953125,231600
2018-01-23,26214.869140625,26246.189453125,26143.900390625,26210.810546875,433490000,10944.5,11377.599609375,10129.7001953125,10868.400390625,9660609536,1004.1699829101562,1023.22998046875,920.5399780273438,986.22900390625,3556699904,63.880001068115234,64.87999725341797,63.70000076293945,64.47000122070312,662456,1335.800048828125,1335.9000244140625,1335.699951171875,1335.699951171875,47,16.854999542236328,16.854999542236328,16.854999542236328,16.854999542236328,10,3.253999948501587,3.628000020980835,3.249000072479248,3.444000005722046,291378,90.38999938964844,90.69999694824219,90.08999633789062,90.12000274658203,0,35868.19140625,36170.828125,35863.98046875,36139.98046875,27000,6928.27001953125,6969.39990234375,6926.3701171875,6963.4599609375,2135840000,2835.050048828125,2842.239990234375,2830.590087890625,2839.1298828125,3541140000,10997.400390625,11092.900390625,10994.5498046875,11083.7001953125,284600
2018-01-24,26282.0703125,26392.80078125,26106.939453125,26252.119140625,518790000,10903.400390625,11501.400390625,10639.7998046875,11359.400390625,9940989952,987.4769897460938,1062.43994140625,965.8079833984375,1058.780029296875,3944039936,64.41999816894531,66.05000305175781,64.33999633789062,65.61000061035156,887018,1355.9000244140625,1357.199951171875,1355.9000244140625,1355.9000244140625,18,17.424999237060547,17.424999237060547,17.424999237060547,17.424999237060547,3,3.5409998893737793,3.624000072479248,3.4040000438690186,3.509000062942505,213630,90.0,90.58999633789062,89.20999908447266,89.20999908447266,0,36161.62109375,36268.19140625,36036.51171875,36161.640625,25200,6975.3798828125,6992.91015625,6880.68017578125,6919.35009765625,2287320000,2845.419921875,2852.969970703125,2824.81005859375,2837.5400390625,4079270000,11069.349609375,11110.099609375,11046.150390625,11086.0,283400
2018-01-25,26313.060546875,26458.25,26259.720703125,26392.7890625,401390000,11421.7001953125,11785.7001953125,11057.400390625,11259.400390625,8873169920,1063.219970703125,1104.6600341796875,1034.739990234375,1056.030029296875,4050190080,65.87999725341797,66.66000366210938,65.08000183105469,65.51000213623047,771758,1356.300048828125,1362.4000244140625,1346.699951171875,1362.4000244140625,4,17.524999618530273,17.551000595092773,17.524999618530273,17.551000595092773,1,3.438999891281128,3.5810000896453857,3.3980000019073486,3.447000026702881,84785,89.31999969482422,90.11000061035156,89.16000366210938,89.38999938964844,0,36208.390625,36247.01953125,35823.3515625,36050.44140625,15100,6965.009765625,6967.60009765625,6894.83984375,6916.2998046875,2081380000,2846.239990234375,2848.56005859375,2830.93994140625,2839.25,3873100000,11095.599609375,11095.599609375,11009.2001953125,11069.650390625,330300
2018-01-30,26198.44921875,26256.990234375,26028.419921875,26076.890625,448330000,11306.7998046875,11307.2001953125,10036.2001953125,10106.2998046875,8637859840,1184.1300048828125,1184.6300048828125,1058.969970703125,1071.1300048828125,4107859968,65.52999877929688,65.55999755859375,63.88999938964844,64.5,688380,1338.699951171875,1347.800048828125,1332.800048828125,1335.4000244140625,52100,17.05500030517578,17.184999465942383,17.01300048828125,17.01300048828125,22,3.187000036239624,3.259000062942505,3.1610000133514404,3.194999933242798,257758,89.37000274658203,89.63999938964844,88.91000366210938,89.19000244140625,0,36277.12109375,36291.8203125,35993.41015625,36033.73046875,18100,6910.39013671875,6958.7900390625,6894.6298828125,6930.72998046875,2183420000,2832.739990234375,2837.75,2818.27001953125,2822.429931640625,4012070000,11120.849609375,11121.099609375,11033.900390625,11049.650390625,228000
2018-01-31,26268.169921875,26338.029296875,26050.98046875,26149.390625,479130000,10108.2001953125,10381.599609375,9777.419921875,10221.099609375,8041160192,1071.0899658203125,1128.6600341796875,1034.5,1118.31005859375,3757560064,64.02999877929688,64.94000244140625,63.66999816894531,64.7300033569336,613258,1337.5,1346.9000244140625,1331.800048828125,1339.0,4881,17.174999237060547,17.209999084472656,17.174999237060547,17.20400047302246,22,3.1649999618530273,3.183000087738037,2.9489998817443848,2.994999885559082,334638,89.0999984741211,89.30000305175781,88.77999877929688,89.12999725341797,0,35951.640625,36050.69140625,35818.41015625,35965.01953125,11000,6972.81005859375,6983.60986328125,6915.47998046875,6949.990234375,2428990000,2832.409912109375,2839.260009765625,2813.0400390625,2823.81005859375,4276270000,11018.7998046875,11058.5,10979.2998046875,11027.7001953125,245900
2018-02-01,26083.0390625,26306.69921875,26014.439453125,26186.7109375,410620000,10237.2998046875,10288.7998046875,8812.2802734375,9170.5400390625,9959400448,1119.3699951171875,1161.3499755859375,984.8189697265625,1036.7900390625,5261680128,64.76000213623047,66.25,64.62999725341797,65.80000305175781,685750,1343.800048828125,1350.5999755859375,1336.800048828125,1344.300048828125,1680,17.118000030517578,17.118000030517578,17.118000030517578,17.118000030517578,0,2.9560000896453857,2.9779999256134033,2.8369998931884766,2.8559999465942383,359410,89.04000091552734,89.33000183105469,88.55999755859375,88.66999816894531,0,36048.98828125,36256.828125,35501.73828125,35906.66015625,25200,6910.56982421875,6970.77001953125,6879.02001953125,6901.5,2311180000,2816.449951171875,2835.9599609375,2812.699951171875,2821.97998046875,3977380000,11044.5498046875,11117.349609375,10878.7998046875,11016.900390625,306200
2018-02-02,26061.7890625,26061.7890625,25490.66015625,25520.9609375,522880000,9142.2802734375,9142.2802734375,7796.490234375,8830.75,12726899712,1035.77001953125,1035.77001953125,757.97998046875,915.7849731445312,6713290240,65.98999786376953,66.30000305175781,64.47000122070312,65.44999694824219,857572,1348.5,1352.0999755859375,1327.699951171875,1333.699951171875,2841,16.676000595092773,16.676000595092773,16.676000595092773,16.676000595092773,3,2.8910000324249268,2.9200000762939453,2.8399999141693115,2.8459999561309814,184073,88.63999938964844,89.43000030517578,88.58999633789062,89.19999694824219,0,35707.6015625,35738.12890625,35006.41015625,35066.75,18000,6866.3798828125,6889.06982421875,6756.5400390625,6760.2900390625,2607160000,2808.919921875,2808.919921875,2759.969970703125,2762.1298828125,4340220000,10938.2001953125,10954.9501953125,10736.099609375,10760.599609375,282700
2018-02-05,25337.869140625,25520.529296875,23923.880859375,24345.75,714450000,8270.5400390625,8364.83984375,6756.68017578125,6955.27001953125,9285289984,834.9580078125,856.64599609375,644.5989990234375,697.9509887695312,4269530112,65.0999984741211,65.4000015258789,63.41999816894531,64.1500015258789,891063,1331.0999755859375,1340.199951171875,1329.0,1333.0,641,16.638999938964844,16.638999938964844,16.638999938964844,16.638999938964844,12,2.825000047683716,2.880000114440918,2.7360000610351562,2.746999979019165,200176,89.19000244140625,89.66999816894531,89.0199966430664,89.55000305175781,0,34718.8515625,34874.171875,34520.80078125,34757.16015625,23500,6687.47021484375,6807.9599609375,6495.39013671875,6495.919921875,3143210000,2741.06005859375,2763.389892578125,2638.169921875,2648.93994140625,5310840000,10604.2998046875,10702.75,10586.7998046875,10666.5498046875,240100
2018-02-06,24085.169921875,24946.23046875,23778.740234375,24912.76953125,823940000,7051.75,7850.7001953125,6048.259765625,7754.0,13999800320,707.7369995117188,796.4390258789062,574.4190063476562,793.1220092773438,6518269952,63.43000030517578,64.29000091552734,63.119998931884766,63.38999938964844,797814,1338.199951171875,1343.699951171875,1319.5,1326.0999755859375,529,16.704999923706055,16.704999923706055,16.540000915527344,16.54800033569336,206,2.7669999599456787,2.7850000858306885,2.694999933242798,2.759000062942505,185164,89.66000366210938,90.02999877929688,89.37000274658203,89.58999633789062,0,33753.78125,34521.01171875,33482.80859375,34195.94140625,22900,6378.60009765625,6673.41015625,6370.47998046875,6665.97998046875,3148270000,2614.780029296875,2701.0400390625,2593.070068359375,2695.139892578125,5917350000,10295.150390625,10594.150390625,10276.2998046875,10498.25,266500
2018-02-07,24892.869140625,25293.9609375,24785.439453125,24893.349609375,504620000,7755.490234375,8509.1103515625,7236.7900390625,7621.2998046875,9169280000,790.427978515625,851.2000122070312,723.4329833984375,757.0679931640625,3896179968,63.91999816894531,64.18000030517578,61.25,61.790000915527344,1029408,1325.4000244140625,1331.0999755859375,1310.5,1311.5999755859375,491,16.6299991607666,16.6299991607666,16.20599937438965,16.20599937438965,4,2.760999917984009,2.7820000648498535,2.687999963760376,2.7019999027252197,220437,89.62999725341797,90.4000015258789,89.47000122070312,90.26000213623047,0,34563.30078125,34666.328125,34008.421875,34082.7109375,13100,6632.97998046875,6716.25,6581.3798828125,6582.02001953125,2380020000,2690.949951171875,2727.669921875,2681.330078125,2681.659912109375,4646300000,10607.2001953125,10614.0,10446.400390625,10476.7001953125,250400
2018-02-08,24902.30078125,24903.6796875,23849.23046875,23860.4609375,657500000,7637.85986328125,8558.76953125,7637.85986328125,8265.58984375,9346750464,755.843017578125,845.0859985351562,755.843017578125,817.8070068359375,3708189952,61.70000076293945,62.09000015258789,60.27000045776367,61.150001525878906,929578,1317.0999755859375,1321.0999755859375,1307.0,1316.9000244140625,459,16.31399917602539,16.31399917602539,16.31399917602539,16.31399917602539,0,2.7019999027252197,2.757999897003174,2.680999994277954,2.697000026702881,191585,90.2699966430664,90.56999969482422,90.01000213623047,90.2300033569336,0,34208.109375,34634.3515625,34108.76171875,34413.16015625,35700,6595.81005859375,6606.0498046875,6304.18017578125,6306.10009765625,2730740000,2685.010009765625,2685.27001953125,2580.56005859375,2581.0,5333840000,10518.5,10637.7998046875,10479.5498046875,10576.849609375,232200
2018-02-09,23992.669921875,24382.140625,23360.2890625,24190.900390625,735030000,8271.83984375,8736.98046875,7884.7099609375,8736.98046875,6784820224,818.47998046875,884.0040283203125,788.833984375,883.864990234375,2495820032,60.43000030517578,60.77000045776367,58.06999969482422,59.20000076293945,933307,1320.9000244140625,1322.0,1311.9000244140625,1313.0999755859375,451,16.115999221801758,16.115999221801758,16.115999221801758,16.115999221801758,16,2.694000005722046,2.7039999961853027,2.5759999752044678,2.5840001106262207,236204,90.25,90.55999755859375,90.12000274658203,90.44000244140625,0,34002.44921875,34070.73046875,33849.6484375,34005.76171875,15200,6395.16015625,6453.43017578125,6164.43017578125,6412.68017578125,3165330000,2601.780029296875,2638.669921875,2532.68994140625,2619.550048828125,5690110000,10416.5,10480.2001953125,10398.2001953125,10454.9501953125,191600
2018-02-12,24337.759765625,24765.16015625,24290.48046875,24601.26953125,496610000,8141.43017578125,8985.919921875,8141.43017578125,8926.5703125,6256439808,817.5079956054688,875.93701171875,817.5079956054688,868.7069702148438,2243450112,59.119998931884766,60.83000183105469,59.099998474121094,59.290000915527344,736917,1323.800048828125,1325.5,1318.0,1324.199951171875,140,16.375,16.54800033569336,16.344999313354492,16.54800033569336,2,2.553999900817871,2.6070001125335693,2.5380001068115234,2.552000045776367,196427,90.33000183105469,90.43000030517578,90.06999969482422,90.20999908447266,0,34203.33984375,34351.33984375,34115.12109375,34300.46875,15500,6477.0400390625,6565.27978515625,6424.2998046875,6523.85009765625,2250650000,2636.75,2672.610107421875,2622.449951171875,2656.0,4069220000,10518.2001953125,10555.5,10485.400390625,10539.75,217400
2018-02-14,24535.8203125,24925.94921875,24490.359375,24893.490234375,431160000,8599.919921875,9518.5400390625,8599.919921875,9494.6298828125,7909819904,844.2789916992188,926.4290161132812,844.2789916992188,923.5609741210938,2818370048,58.97999954223633,60.900001525878906,58.20000076293945,60.599998474121094,650324,1332.800048828125,1355.5,1324.0,1355.5,400,16.857999801635742,16.857999801635742,16.857999801635742,16.857999801635742,201,2.6080000400543213,2.622999906539917,2.552999973297119,2.5869998931884766,175161,89.69000244140625,90.12000274658203,88.94000244140625,89.12000274658203,0,34436.98046875,34473.4296875,34028.6796875,34155.94921875,21100,6523.259765625,6684.14990234375,6520.39013671875,6675.02978515625,2217630000,2651.2099609375,2702.10009765625,2648.8701171875,2698.6298828125,4011940000,10585.75,10590.5498046875,10456.650390625,10500.900390625,229200
2018-02-15,25047.8203125,25203.94921875,24809.419921875,25200.369140625,416780000,9488.3203125,10234.7998046875,9395.580078125,10166.400390625,9062540288,923.72802734375,951.947998046875,911.1110229492188,936.9760131835938,2900100096,60.709999084472656,61.63999938964844,59.720001220703125,61.34000015258789,340401,1352.0,1355.9000244140625,1349.699951171875,1352.0999755859375,111,16.777000427246094,16.777000427246094,16.777000427246094,16.777000427246094,23,2.61299991607666,2.622999906539917,2.5299999713897705,2.5799999237060547,163821,88.95999908447266,89.0,88.54000091552734,88.58999633789062,0,34207.5703125,34535.078125,34186.01171875,34297.46875,13000,6734.33984375,6795.919921875,6665.919921875,6794.919921875,2124060000,2713.4599609375,2731.510009765625,2689.820068359375,2731.199951171875,3696140000,10537.900390625,10618.099609375,10511.0498046875,10545.5,210600
2018-02-16,25165.939453125,25432.419921875,25149.259765625,25219.380859375,406730000,10135.7001953125,10324.099609375,9824.8203125,10233.900390625,7296159744,934.7860107421875,950.0050048828125,917.8480224609375,944.2100219726562,2369449984,61.45000076293945,61.9900016784668,60.880001068115234,61.68000030517578,181179,1354.0,1361.4000244140625,1344.9000244140625,1353.199951171875,110,16.69499969482422,16.69499969482422,16.69499969482422,16.69499969482422,1,2.5840001106262207,2.5889999866485596,2.5390000343322754,2.558000087738037,112338,88.56999969482422,89.2300033569336,88.25,89.0999984741211,0,34411.23828125,34508.23828125,33957.328125,34010.76171875,18000,6778.27978515625,6840.60009765625,6758.509765625,6770.66015625,2037710000,2727.139892578125,2754.419921875,2725.110107421875,2732.219970703125,3646920000,10596.2001953125,10612.900390625,10434.0498046875,10452.2998046875,184300
2018-02-20,25124.91015625,25179.009765625,24884.189453125,24964.75,421510000,11231.7998046875,11958.5,11231.7998046875,11403.7001953125,9926540288,943.5670166015625,965.2650146484375,892.9539794921875,895.3709716796875,2545260032,61.630001068115234,62.7400016784668,61.58000183105469,61.900001525878906,794481,1348.4000244140625,1350.199951171875,1328.5,1328.800048828125,283,16.424999237060547,16.424999237060547,16.424999237060547,16.424999237060547,0,2.568000078201294,2.6619999408721924,2.562000036239624,2.615999937057495,147855,89.23999786376953,89.80000305175781,89.22000122070312,89.72000122070312,0,33913.94140625,33960.94921875,33657.890625,33703.58984375,19200,6742.14990234375,6838.0,6740.47998046875,6779.68994140625,1921870000,2722.989990234375,2737.60009765625,2706.760009765625,2716.260009765625,3646920000,10391.0,10429.349609375,10347.650390625,10360.400390625,187700
